"CCG","Cancer Alliance","STP","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness (%)"
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Other",41,22,28,46,37,14,363,359,20.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Breast",390,333,57,38,NA,NA,2,206,79.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Bladder",71,40,8,22,NA,NA,NA,38,78.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Prostate",252,88,133,114,NA,NA,1,469,55.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Hodgkin lymphoma",2,11,4,1,NA,NA,NA,20,47.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Kidney, except renal pelvis",47,9,29,15,NA,NA,1,109,47.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Melanoma of skin",229,57,13,5,NA,NA,NA,47,86.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Non-Hodgkin lymphoma",35,24,33,90,NA,NA,NA,44,80.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Melanoma of skin",243,42,8,12,NA,NA,NA,94,76.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Oral cavity, hard palate and lip (inner aspect)",19,8,4,19,NA,NA,1,7,86.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Larynx including anterior surface of epiglottis",11,4,NA,5,NA,NA,NA,2,90.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Lung",102,39,95,259,NA,NA,NA,84,85.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Melanoma of skin",223,71,21,10,NA,NA,NA,55,85.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Non-Hodgkin lymphoma",27,21,28,94,NA,NA,1,48,77.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Ovary, fallopian tube and primary peritoneal carcinomas",28,3,27,27,NA,NA,2,45,64.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Pancreas",3,14,7,63,NA,NA,NA,108,44.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Cervix",13,2,1,NA,NA,NA,NA,25,39
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Colon",66,142,93,89,NA,NA,NA,83,82.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Hodgkin lymphoma",5,11,6,7,NA,NA,NA,2,93.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Kidney, except renal pelvis",51,12,26,34,NA,NA,NA,61,66.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Larynx including anterior surface of epiglottis",6,6,1,5,NA,NA,NA,9,66.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Oesophagus including cardia and gastroesophageal junction",11,19,41,43,NA,NA,2,50,68.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Melanoma of skin",201,50,16,6,NA,NA,NA,69,79.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Non-Hodgkin lymphoma",39,28,37,94,NA,NA,NA,58,77.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Oesophagus including cardia and gastroesophageal junction",12,14,41,44,NA,NA,1,39,73.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Oral cavity, hard palate and lip (inner aspect)",17,4,7,17,NA,NA,NA,6,88.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Oropharynx, base of tongue, tonsil, soft palate and uvula",2,3,13,35,NA,NA,NA,6,89.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Oesophagus including cardia and gastroesophageal junction",5,14,30,57,NA,NA,1,54,65.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Oral cavity, hard palate and lip (inner aspect)",10,6,7,23,NA,NA,NA,10,82.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Testis",14,1,NA,3,NA,NA,1,22,43.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Thyroid",11,1,2,5,NA,NA,5,24,39.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Uterus",71,7,10,5,NA,NA,1,41,68.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Colon",60,112,90,96,NA,NA,1,159,69.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Bladder",65,32,8,17,NA,NA,1,52,69.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Breast",387,225,47,33,NA,NA,2,252,73.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Cervix",6,1,NA,NA,NA,NA,NA,20,25.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Colon",55,100,82,103,NA,NA,1,111,75.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Hodgkin lymphoma",3,10,5,12,NA,NA,NA,5,85.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Kidney, except renal pelvis",73,12,27,32,NA,NA,1,63,69.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Breast",416,368,62,51,NA,NA,4,121,87.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Cervix",13,4,1,4,NA,NA,NA,16,57.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Colon",76,132,109,84,NA,NA,NA,67,85.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Hodgkin lymphoma",1,12,5,8,NA,NA,NA,1,96.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Kidney, except renal pelvis",61,14,18,35,NA,NA,1,49,71.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Larynx including anterior surface of epiglottis",7,3,4,6,NA,NA,NA,5,80
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Lung",94,40,81,284,NA,NA,1,74,86.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Stomach excluding cardia and gastroesophageal junction",2,6,1,7,NA,NA,NA,30,34.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Testis",8,3,NA,NA,NA,NA,NA,14,44
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Thyroid",32,4,NA,2,NA,NA,NA,23,62.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Uterus",93,8,14,6,NA,NA,1,35,77.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Stomach excluding cardia and gastroesophageal junction",5,6,5,17,NA,NA,NA,22,60
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Testis",31,3,NA,NA,NA,NA,3,11,70.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Thyroid",15,1,9,11,NA,NA,1,20,63.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Uterus",86,13,16,12,NA,NA,NA,19,87
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Pancreas",6,9,6,89,NA,NA,NA,57,65.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Prostate",276,187,151,152,NA,NA,1,193,79.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,5,13,55,NA,NA,NA,3,96.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Other",44,55,45,76,57,15,338,289,31.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Ovary, fallopian tube and primary peritoneal carcinomas",24,8,37,27,NA,NA,NA,36,72.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Pancreas",11,14,12,66,NA,NA,NA,64,61.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Prostate",481,105,193,137,NA,NA,NA,279,76.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Lung",92,51,91,284,NA,NA,3,72,87.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Bladder",68,29,7,23,NA,NA,NA,27,82.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Breast",382,327,72,50,NA,NA,2,102,88.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Cervix",14,6,NA,1,NA,NA,NA,15,58.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Colon",71,117,112,87,NA,NA,NA,81,82.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Hodgkin lymphoma",3,8,14,4,NA,NA,NA,6,82.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Kidney, except renal pelvis",50,16,24,30,NA,NA,1,55,68.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Other",34,35,27,65,40,17,414,298,23.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Ovary, fallopian tube and primary peritoneal carcinomas",32,5,36,27,NA,NA,1,39,71.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Pancreas",4,9,9,75,NA,NA,NA,74,56.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Prostate",190,146,113,137,NA,NA,1,236,71.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Rectum and rectosigmoid junction",47,30,55,49,NA,NA,NA,38,82.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Stomach excluding cardia and gastroesophageal junction",5,6,2,20,NA,NA,NA,14,70.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Testis",22,3,2,1,NA,NA,3,5,77.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Thyroid",21,5,8,5,NA,NA,NA,22,63.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2015,"Uterus",92,12,12,6,NA,NA,NA,9,93.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Pancreas",2,11,7,91,NA,NA,NA,73,60.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Prostate",305,135,162,140,NA,NA,4,203,78.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Larynx including anterior surface of epiglottis",11,7,4,6,NA,NA,1,7,77.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Lung",64,36,94,272,NA,NA,3,94,82.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Melanoma of skin",222,46,16,6,NA,NA,NA,82,78
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Non-Hodgkin lymphoma",30,17,27,88,NA,NA,NA,82,66.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Oesophagus including cardia and gastroesophageal junction",7,16,41,29,NA,NA,NA,52,64.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Oral cavity, hard palate and lip (inner aspect)",21,7,4,22,NA,NA,NA,3,94.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2019,"Rectum and rectosigmoid junction",26,39,57,42,NA,NA,NA,50,76.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Bladder",66,28,12,11,NA,NA,1,57,66.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Breast",410,313,61,48,NA,NA,2,189,81.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Cervix",11,1,1,1,NA,NA,NA,18,43.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Colon",84,99,112,79,NA,NA,NA,95,79.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Hodgkin lymphoma",NA,11,6,8,NA,NA,NA,5,83.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Kidney, except renal pelvis",64,18,28,27,NA,NA,NA,68,66.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Other",49,55,50,75,68,16,374,258,33.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Ovary, fallopian tube and primary peritoneal carcinomas",25,12,42,32,NA,NA,3,32,76
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Cervix",8,NA,NA,1,NA,NA,NA,35,20.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Colon",56,90,64,81,NA,NA,NA,187,60.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Hodgkin lymphoma",1,5,2,4,NA,NA,NA,19,38.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Kidney, except renal pelvis",34,5,12,23,NA,NA,1,104,41.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Larynx including anterior surface of epiglottis",3,5,2,4,NA,NA,NA,11,56
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Lung",54,41,92,250,NA,NA,5,136,75.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Melanoma of skin",154,30,16,6,NA,NA,NA,99,67.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Non-Hodgkin lymphoma",13,9,12,52,NA,NA,NA,143,37.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Rectum and rectosigmoid junction",50,42,67,30,NA,NA,NA,47,80.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Stomach excluding cardia and gastroesophageal junction",2,2,7,12,NA,NA,NA,19,54.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Testis",27,3,4,NA,NA,NA,1,9,77.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Thyroid",41,9,1,5,NA,NA,2,24,68.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2018,"Uterus",101,6,14,5,NA,NA,NA,18,87.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Prostate",160,123,68,99,NA,NA,NA,454,49.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Larynx including anterior surface of epiglottis",19,5,3,5,NA,NA,NA,2,94.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Lung",99,43,104,231,NA,NA,3,69,86.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Melanoma of skin",235,64,11,9,NA,NA,NA,40,88.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Non-Hodgkin lymphoma",30,17,42,91,NA,NA,NA,47,79.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Oesophagus including cardia and gastroesophageal junction",10,22,35,30,NA,NA,1,38,71.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Oral cavity, hard palate and lip (inner aspect)",17,3,5,17,NA,NA,NA,5,89.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Oropharynx, base of tongue, tonsil, soft palate and uvula",2,2,3,36,NA,NA,NA,1,97.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Other",44,32,39,88,40,6,405,227,28.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Ovary, fallopian tube and primary peritoneal carcinomas",20,3,22,22,NA,NA,1,36,64.4
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Prostate",171,178,96,140,NA,NA,2,299,66
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Rectum and rectosigmoid junction",38,24,43,33,NA,NA,NA,55,71.5
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Bladder",65,22,9,18,NA,NA,1,66,63
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Rectum and rectosigmoid junction",44,26,66,30,NA,NA,NA,44,79
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Stomach excluding cardia and gastroesophageal junction",3,3,2,17,NA,NA,NA,21,54.3
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Testis",28,3,7,NA,NA,NA,1,7,82.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Thyroid",24,4,9,12,NA,NA,1,14,76.6
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2017,"Uterus",96,7,10,13,NA,NA,2,20,85.1
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2016,"Stomach excluding cardia and gastroesophageal junction",5,4,8,23,NA,NA,NA,17,70.2
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Oropharynx, base of tongue, tonsil, soft palate and uvula",1,2,8,34,NA,NA,NA,12,78.9
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Other",38,31,33,79,21,1,400,332,21.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Ovary, fallopian tube and primary peritoneal carcinomas",29,4,36,20,NA,NA,2,38,69
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2014,"Pancreas",3,7,8,93,NA,NA,NA,66,62.7
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Oesophagus including cardia and gastroesophageal junction",13,14,31,34,NA,NA,NA,79,53.8
"NHS Surrey Heartlands CCG","Surrey and Sussex","Surrey Heartlands Health and Care Partnership",2013,"Oral cavity, hard palate and lip (inner aspect)",20,3,6,15,NA,NA,NA,13,77.2
